,model,price,Combustible,Cilindrada,Potencia,Torque,Alimentación,Cilindros,Válvulas,Sistema start/stop,Aceleración (0-100 km/h),Consumo en ciudad,Consumo en ruta,Consumo mixto,Velocidad máxima,Motor-tracción,Transmisión,Neumáticos,Frenos,Suspensión delantera,Suspensión trasera,Largo,Ancho sin espejos,Ancho con espejos,Alto,Distancia entre ejes,Baúl,Tanque de combustible,Peso,Capacidad de carga,Altura de piso,Remolque con frenos,Remolque sin frenos,Aire acondicionado,Alarma de luces encendidas,Asientos delanteros,Asientos traseros,Tapizados,Cierre de puertas,Vidrios,Espejos exteriores,Espejo interior,Faros delanteros,Faros antiniebla,Computadora de a bordo,Dirección asistida,Llantas,Techo solar,Volante,Sensores de estacionamiento,Cámara de visión,ABS,Distribución electrónica de frenado,Airbag,Alarma e inmovilizador de motor,Anclaje para asientos infantiles,Cinturones de seguridad,Otros,Tercera luz de stop,Autobloqueo de puertas con velocidad,Control de estabilidad,Control de tracción,Equipo de música,Parlantes,Conexión auxiliar (iPod y Mp3),Conexión USB,Interfaz bluetooth,Sistema de control por voz para dispositivos,Pantalla,MirrorLink,Limitador de velocidad,Palanca de cambios,Apertura de baúl y tapa de combustible,Sistema de navegación,Limpialuneta,Capacidad de vadeo,Ángulo de ataque,Ángulo de partida,Ángulo ventral,Capacidad de pendiente,Escalonamiento vertical,Inclinación lateral,Control de velocidad crucero,Encendido del motor,Sistema de estacionamiento asistido,Asistencia en frenada de emergencia,Sensor de lluvia,Recarga inalámbrica del celular,Apple Carplay / Android Auto,Reproducción de audio vía bluetooth,Puertas,Wi-Fi
43,FIAT Toro 1.8 Freedom 4x2 CD Aut Pack Chrome,300000.0,nafta,1747,130/6000 cv/rpm,171/3750 N·m/rpm,inyección electrónica multipunto,4,16,no,14.3,N/D,N/D,N/D,176.0,delantero - delantera,automática secuencial 6 velocidades,215/65/R16,discos ventilados - tambor,ruedas independientes tipo McPherson con brazos oscilantes inferiores y barra estabilizadora,"Multi-Link, resortes helicoidales y barra estabilizadora",4915,1844.0,2033.0,1729.0,2990,820.0,60,1660.0,650.0,,N/D,400.0,climatizador bizona,sí,con ajuste manual,abatibles 60/40,cuero,centralizado con comando a distancia,eléctricos - eléctricos,eléctricos,antideslumbrante automático,"con apagado automático, con encendido automático, fijos",delanteros,sí,eléctrica progresiva,aleación,no tiene,"con ajuste en altura y profundidad, multifunción revestido en cuero",traseros,trasera,sí,sí,"conductor y acompañante, de cabeza delanteros (cortina), de rodilla conductor, laterales delanteros",alarma e inmovilizador de motor,sí,"delanteros inerciales, traseros inerciales","asistente para arranque en pendientes, control de estabilidad antivuelco, sistema de regulación del torque",sí,sí,sí,sí,"AM - FM y CD con lector de Mp3, con comandos de audio al volante",6,sí,sí,sí,sí,táctil de 7'',sí,,,interna y a distancia solo tapa de combustible,,,N/D,26°,28°,21°,N/D,N/D,N/D,sí,,,sí,sí,,,sí,,
44,FIAT Cronos 1.3L Drive,270000.0,nafta,1332,99/6000 cv/rpm,127/4000 N·m/rpm,inyección electrónica multipunto,4,8,no,11.5,N/D,N/D,N/D,174.0,delantero - delantera,manual 5 velocidades,185/60/R15,discos sólidos - tambor,"independiente McPherson con brazos oscilantes transversales, resortes y barra estabilizadora",semi-independiente con eje torsional con amortiguadores y resortes helicoidales,4364,1724.0,1962.0,1508.0,2521,525.0,48,1155.0,,160.0,N/D,400.0,climatizador,sí,con ajuste manual,abatibles completos,tela,centralizado con comando a distancia,eléctricos - eléctricos,eléctricos,antideslumbrante manual,"con apagado automático, fijos",delanteros,sí,eléctrica progresiva,aleación,no tiene,con ajuste en altura,traseros,trasera,sí,sí,conductor y acompañante,alarma e inmovilizador de motor,sí,"delanteros inerciales, traseros inerciales","asistente para arranque en pendientes, indicador de presión de neumáticos",sí,sí,sí,sí,AM - FM y CD con lector de Mp3,N/D,sí,sí,sí,sí,táctil de 7'',sí,,,,,,,,,,,,,,,,,,,,,,
45,FIAT Cronos 1.3L Drive Pack Plus,215000.0,nafta,1332,99/6000 cv/rpm,127/4000 N·m/rpm,inyección electrónica multipunto,4,8,no,11.5,N/D,N/D,N/D,174.0,delantero - delantera,manual 5 velocidades,185/60/R15,discos sólidos - tambor,"independiente McPherson con brazos oscilantes transversales, resortes y barra estabilizadora",semi-independiente con eje torsional con amortiguadores y resortes helicoidales,4364,1724.0,1962.0,1508.0,2521,525.0,48,1155.0,,160.0,N/D,400.0,climatizador,sí,con ajuste manual,abatibles completos,tela,centralizado con comando a distancia,eléctricos - eléctricos,eléctricos,antideslumbrante manual,"con apagado automático, fijos",delanteros,sí,eléctrica progresiva,aleación,no tiene,con ajuste en altura,traseros,trasera,sí,sí,conductor y acompañante,alarma e inmovilizador de motor,sí,"delanteros inerciales, traseros inerciales","asistente para arranque en pendientes, indicador de presión de neumáticos",sí,sí,sí,sí,AM - FM y CD con lector de Mp3,N/D,sí,sí,sí,sí,táctil de 7'',sí,,,,,,,,,,,,,,,,,,,,,,
46,FIAT Cronos 1.3L Precision CVT,23019000.0,nafta,1332,99/6000 cv/rpm,127/4000 N·m/rpm,inyección electrónica multipunto,4,8,no,12.8,N/D,N/D,N/D,174.0,delantero - delantera,automática CVT,195/55/R16,discos sólidos - tambor,"independiente McPherson con brazos oscilantes transversales, resortes y barra estabilizadora",semi-independiente con eje torsional con amortiguadores y resortes helicoidales,4364,1724.0,1980.0,1508.0,2521,525.0,48,1196.0,,160.0,N/D,400.0,climatizador,sí,con ajuste manual,abatibles completos,cuero,centralizado con comando a distancia,eléctricos - eléctricos,"con función de plegado eléctrico, eléctricos",antideslumbrante automático,"con apagado automático, con encendido automático, fijos",delanteros,sí,eléctrica progresiva,aleación,no tiene,"con ajuste en altura y profundidad, revestido en cuero",traseros,trasera,sí,sí,conductor y acompañante,alarma e inmovilizador de motor,sí,"delanteros inerciales, traseros inerciales","asistente para arranque en pendientes, indicador de presión de neumáticos",sí,sí,sí,sí,AM - FM y CD con lector de Mp3,N/D,sí,sí,sí,sí,táctil de 7'',sí,,,,,,,,,,,,,sí,con botón,,,sí,,,,,
47,Peugeot 208 Feline 1.6,200000.0,nafta,1587,115/5800 cv/rpm,152/4000 N·m/rpm,inyección electrónica multipunto,4,16,no,11.0,N/D,N/D,N/D,195.0,delantero - delantera,manual 5 velocidades,195/60/R15,discos ventilados - tambor,independiente tipo McPherson,"traversa deformable, resortes helicoidales, amortiguadores hidraulicos y telescópicos, y barra estabilizadora",3975,1740.0,2000.0,1470.0,2540,318.0,55,,,,,,climatizador bizona,sí,"con ajuste en altura solo conductor, con ajuste manual",abatibles 60/40,tela y cuero,centralizado con comando a distancia,eléctricos - eléctricos,eléctricos,antideslumbrante manual,"con encendido automático, con luces led, fijos",delanteros y traseros,sí,eléctrica progresiva,aleación,panorámico fijo,"con ajuste en altura y profundidad, multifunción",delanteros y traseros,trasera,sí,sí,"conductor y acompañante, de cabeza delanteros y traseros (cortina), laterales delanteros",alarma e inmovilizador de motor,sí,"delanteros inerciales pirotécnicos, traseros inerciales",,sí,sí,,,"AM - FM, con lector de Mp3, con comandos de audio al volante, sistema de sonido Arkamys®",6,sí,sí,sí,,táctil de 7'',sí,sí,,interna y a distancia solo baúl,satelital (GPS),sí,,,,,,,,,,,,,,,,,
48,FIAT Cronos 1.8L Precision,250000.0,nafta,1747,130/5250 cv/rpm,182/3750 N·m/rpm,inyección electrónica multipunto,4,16,no,9.9,N/D,N/D,N/D,192.0,delantero - delantera,manual 5 velocidades,195/55/R16,discos sólidos - tambor,"independiente McPherson con brazos oscilantes transversales, resortes y barra estabilizadora",semi-independiente tipo viga de torsión con resortes helicoidales y barra estabilizadora,4364,1724.0,,1516.0,2521,525.0,48,1225.0,,,,,climatizador,sí,con ajuste manual,abatibles completos,tela,centralizado con comando a distancia,eléctricos - eléctricos,eléctricos,antideslumbrante manual,"con apagado automático, fijos",delanteros,sí,eléctrica progresiva,aleación,no tiene,"con ajuste en altura y profundidad, multifunción",traseros,trasera,sí,sí,conductor y acompañante,alarma e inmovilizador de motor,sí,"delanteros inerciales, traseros inerciales","asistente para arranque en pendientes, indicador de presión de neumáticos",sí,sí,sí,sí,"AM - FM y CD con lector de Mp3, con comandos de audio al volante",N/D,sí,sí,sí,sí,"color de 3,5"", táctil de 7''",sí,,,,,,,,,,,,,,,,,,,,,,
49,Peugeot 208 Active 1.6 Tiptronic Pack,152000.0,nafta,1587,115/6000 cv/rpm,150/4000 N·m/rpm,inyección electrónica multipunto,3,12,sí,,N/D,N/D,N/D,190.0,delantero - delantera,automática 6 velocidades,195/55/R16,discos ventilados - tambor,"independiente tipo McPherson, con resortes helicoidales, amortiguadores hidráulicos telescópicos y barra estabilizadora","traversa deformable, resortes helicoidales, amortiguadores hidraulicos y telescópicos, y barra estabilizadora",4055,1738.0,1960.0,1453.0,2538,311.0,47,1111.0,,,,,manual,sí,"con ajuste en altura solo conductor, con ajuste manual",abatibles completos,tela,centralizado con comando a distancia,eléctricos - eléctricos,eléctricos,antideslumbrante manual,"con luces led, fijos",traseros,sí,eléctrica progresiva,aleación,eléctrico panorámico,"con ajuste en altura y profundidad, multifunción",,trasera,sí,sí,"conductor y acompañante, laterales delanteros",inmovilizador de motor,sí,"delanteros inerciales pirotécnicos, traseros inerciales",asistente para arranque en pendientes,sí,sí,sí,sí,"AM - FM, con lector de Mp3, con comandos de audio al volante",6,sí,,sí,,"táctil de 10""",sí,,,interna y a distancia solo baúl,,sí,,,,,,,,,,,,,,,sí,,
50,FIAT Toro 1.3 Volcano 4x2 Turbo CD Aut,390000.0,nafta,1332,175/5750 cv/rpm,267/1750 N·m/rpm,inyección directa turbo intercooler,4,16,no,10.1,N/D,N/D,N/D,195.0,delantero - delantera,automática secuencial 6 velocidades,225/60/R18,discos ventilados - tambor,ruedas independientes tipo McPherson con brazos oscilantes inferiores y barra estabilizadora,"Multi-Link, resortes helicoidales y barra estabilizadora",4945,1845.0,2033.0,1735.0,2990,937.0,60,1732.0,670.0,,N/D,400.0,climatizador bizona,sí,"con ajuste eléctrico solo conductor, con ajuste lumbar solo conductor",abatibles 60/40,cuero,centralizado con comando a distancia,eléctricos - eléctricos,"con función de plegado eléctrico, eléctricos",antideslumbrante automático,"con apagado automático, con encendido automático, con luces led",delanteros,sí,eléctrica progresiva,aleación,no tiene,"con ajuste en altura y profundidad, multifunción revestido en cuero",delanteros y traseros,trasera,sí,sí,"conductor y acompañante, de cabeza delanteros (cortina), de rodilla conductor, laterales delanteros",alarma e inmovilizador de motor,sí,"delanteros inerciales, traseros inerciales","advertencia de colisión con autofrenado , asistente para arranque en pendientes, asistente para cambio de carril, control de estabilidad antivuelco, indicador de presión de neumáticos, sistema de regulación del torque",sí,sí,sí,sí,"AM - FM y CD con lector de Mp3, con comandos de audio al volante",6,sí,sí,sí,sí,"táctil de 10""",sí,,"levas de cambios al volante - Paddle Shifters, revestida en cuero",interna y a distancia solo tapa de combustible,satelital (GPS),,N/D,26°,28°,22°,N/D,N/D,N/D,sí,con sistema remoto,,sí,sí,sí,,sí,,
51,Peugeot 208 Feline 1.6 Tiptronic,9200000.0,nafta,1587,115/6000 cv/rpm,150/4000 N·m/rpm,inyección electrónica multipunto,4,16,sí,12.2,N/D,N/D,N/D,190.0,delantero - delantera,Tiptronic de 6 velocidades,195/55/R16,discos ventilados - tambor,"independiente tipo McPherson, con resortes helicoidales, amortiguadores hidráulicos telescópicos y barra estabilizadora","traversa deformable, resortes helicoidales, amortiguadores hidraulicos y telescópicos, y barra estabilizadora",4055,1738.0,1960.0,1453.0,2538,311.0,47,1252.0,,,,,climatizador,sí,"con ajuste en altura solo conductor, con ajuste manual",abatibles completos,alcántara,centralizado con comando a distancia,eléctricos - eléctricos,eléctricos,antideslumbrante manual,"con encendido automático, con luces led, con regulación interna",traseros,sí,eléctrica progresiva,aleación,panorámico fijo,"con ajuste en altura y profundidad, multifunción",traseros,periférica,sí,sí,"conductor y acompañante, de cabeza delanteros y traseros (cortina), laterales delanteros",alarma e inmovilizador de motor,sí,"delanteros inerciales pirotécnicos, traseros inerciales","advertencia de colisión con autofrenado , asistente para arranque en pendientes, sistema de advertencia de salida de carril, sistema de alerta por cansancio",sí,sí,sí,,"AM - FM, con lector de Mp3, con comandos de audio al volante",6,sí,sí,sí,,"táctil de 10""",sí,sí,,interna y a distancia solo baúl,,sí,,,,,,,,,con sistema remoto,,sí,,sí,,sí,,
52,FIAT Cronos 1.3L Precision CVT,200000.0,nafta,1332,99/6000 cv/rpm,127/4000 N·m/rpm,inyección electrónica multipunto,4,8,no,12.8,N/D,N/D,N/D,174.0,delantero - delantera,automática CVT,195/55/R16,discos sólidos - tambor,"independiente McPherson con brazos oscilantes transversales, resortes y barra estabilizadora",semi-independiente con eje torsional con amortiguadores y resortes helicoidales,4364,1724.0,1980.0,1508.0,2521,525.0,48,1196.0,,160.0,N/D,400.0,climatizador,sí,con ajuste manual,abatibles completos,cuero,centralizado con comando a distancia,eléctricos - eléctricos,"con función de plegado eléctrico, eléctricos",antideslumbrante automático,"con apagado automático, con encendido automático, fijos",delanteros,sí,eléctrica progresiva,aleación,no tiene,"con ajuste en altura y profundidad, revestido en cuero",traseros,trasera,sí,sí,conductor y acompañante,alarma e inmovilizador de motor,sí,"delanteros inerciales, traseros inerciales","asistente para arranque en pendientes, indicador de presión de neumáticos",sí,sí,sí,sí,AM - FM y CD con lector de Mp3,N/D,sí,sí,sí,sí,táctil de 7'',sí,,,,,,,,,,,,,sí,con botón,,,sí,,,,,
53,Peugeot 208 Feline 1.6 Aut,4500000.0,nafta,1587,115/5800 cv/rpm,152/4000 N·m/rpm,inyección electrónica multipunto,4,16,no,12.3,N/D,N/D,N/D,195.0,delantero - delantera,Tiptronic de 6 velocidades,195/60/R15,discos ventilados - tambor,independiente tipo McPherson,"traversa deformable, resortes helicoidales, amortiguadores hidraulicos y telescópicos, y barra estabilizadora",3975,1740.0,2000.0,1470.0,2540,318.0,55,,,,,,climatizador bizona,sí,"con ajuste en altura solo conductor, con ajuste manual",abatibles 60/40,tela y cuero,centralizado con comando a distancia,eléctricos - eléctricos,eléctricos,antideslumbrante manual,"con encendido automático, con luces led, fijos",delanteros y traseros,sí,eléctrica progresiva,aleación,panorámico fijo,"con ajuste en altura y profundidad, multifunción",delanteros y traseros,trasera,sí,sí,"conductor y acompañante, de cabeza delanteros y traseros (cortina), laterales delanteros",alarma e inmovilizador de motor,sí,"delanteros inerciales pirotécnicos, traseros inerciales",,sí,sí,,,"AM - FM, con lector de Mp3, con comandos de audio al volante, sistema de sonido Arkamys®",6,sí,sí,sí,,táctil de 7'',sí,sí,,interna y a distancia solo baúl,satelital (GPS),sí,,,,,,,,,,,,,,,,,
54,Toyota Hilux 4X4 Cabina Doble DX 2.4 TDi,350000.0,diesel,2393,150/3400 cv/rpm,400/1600-2000 N·m/rpm,inyección directa common rail turbo intercooler,4,16,no,,N/D,N/D,N/D,,delantero - integral,manual 6 velocidades,225/70/R17,discos ventilados - tambor,"independiente con doble brazo de suspensión, resortes helicoidales, amortiguadores telescópicos y barra estabilizadora",eje rígido con elásticos longitudinales y amortiguadores telescópicos,5325,1800.0,,1815.0,3085,,80,2025.0,885.0,214.0,3500 kg,750.0,manual,sí,con ajuste manual,no abatibles,tela,centralizado con comando a distancia,eléctricos - manuales,"con luz de giro incorporadas, eléctricos",antideslumbrante manual,"con apagado automático, con regulación interna",traseros,sí,hidráulica,acero,no tiene,"con ajuste en altura y profundidad, multifunción",,,sí,sí,"conductor y acompañante, de cabeza delanteros (cortina), de rodilla conductor, laterales delanteros",inmovilizador de motor,sí,"delanteros inerciales, traseros inerciales","asistente para arranque en pendientes, sistema de bloqueo electrónico diferencial",sí,,sí,sí,"AM - FM y CD con lector de Mp3, con comandos de audio al volante",4,sí,sí,sí,,"táctil de 8"" color",sí,,,interna solo tapa de combustible,,,N/D,N/D,N/D,N/D,N/D,N/D,N/D,sí,,,sí,,,,sí,,
55,FIAT Toro 2.0 Volcano 4x4 CD Diésel Aut,390000.0,diesel,1956,170/3750 cv/rpm,350/1750 N·m/rpm,inyección directa turbo intercooler,4,16,no,11.5,N/D,N/D,N/D,193.0,delantero - integral,automática secuencial 9 velocidades,225/60/R18,discos ventilados - tambor,ruedas independientes tipo McPherson con brazos oscilantes inferiores y barra estabilizadora,"Multi-Link, resortes helicoidales y barra estabilizadora",4945,1845.0,2033.0,1735.0,2990,937.0,60,1905.0,1000.0,,N/D,400.0,climatizador bizona,sí,"con ajuste eléctrico solo conductor, con ajuste lumbar solo conductor, con ajuste manual",abatibles 60/40,cuero,centralizado con comando a distancia,eléctricos - eléctricos,eléctricos,antideslumbrante manual,"con apagado automático, con encendido automático, con luces led",delanteros,sí,eléctrica progresiva,aleación,no tiene,"con ajuste en altura y profundidad, multifunción revestido en cuero",delanteros y traseros,trasera,sí,sí,"conductor y acompañante, de cabeza delanteros (cortina), de rodilla conductor, laterales delanteros",alarma e inmovilizador de motor,sí,"delanteros inerciales, traseros inerciales","advertencia de colisión con autofrenado , asistente para arranque en pendientes, asistente para cambio de carril, control de descenso en pendientes, control de estabilidad antivuelco, indicador de presión de neumáticos, sistema de regulación del torque",sí,sí,sí,sí,"AM - FM y CD con lector de Mp3, con comandos de audio al volante",6,sí,sí,sí,sí,"táctil de 10""",sí,,"levas de cambios al volante - Paddle Shifters, revestida en cuero",interna y a distancia solo tapa de combustible,satelital (GPS),,N/D,26°,28°,22°,N/D,N/D,N/D,sí,,,sí,sí,sí,,sí,,
56,Peugeot 208 Feline 1.6 Tiptronic,12650000.0,nafta,1587,115/6000 cv/rpm,150/4000 N·m/rpm,inyección electrónica multipunto,4,16,sí,12.2,N/D,N/D,N/D,190.0,delantero - delantera,Tiptronic de 6 velocidades,195/55/R16,discos ventilados - tambor,"independiente tipo McPherson, con resortes helicoidales, amortiguadores hidráulicos telescópicos y barra estabilizadora","traversa deformable, resortes helicoidales, amortiguadores hidraulicos y telescópicos, y barra estabilizadora",4055,1738.0,1960.0,1453.0,2538,311.0,47,1252.0,,,,,climatizador,sí,"con ajuste en altura solo conductor, con ajuste manual",abatibles completos,alcántara,centralizado con comando a distancia,eléctricos - eléctricos,eléctricos,antideslumbrante manual,"con encendido automático, con luces led, con regulación interna",traseros,sí,eléctrica progresiva,aleación,panorámico fijo,"con ajuste en altura y profundidad, multifunción",traseros,periférica,sí,sí,"conductor y acompañante, de cabeza delanteros y traseros (cortina), laterales delanteros",alarma e inmovilizador de motor,sí,"delanteros inerciales pirotécnicos, traseros inerciales","advertencia de colisión con autofrenado , asistente para arranque en pendientes, sistema de advertencia de salida de carril, sistema de alerta por cansancio",sí,sí,sí,,"AM - FM, con lector de Mp3, con comandos de audio al volante",6,sí,sí,sí,,"táctil de 7"" color",sí,sí,,interna y a distancia solo baúl,,sí,,,,,,,,,con sistema remoto,,sí,,sí,,sí,,
57,Peugeot 208 Feline 1.6,230000.0,nafta,1587,115/5800 cv/rpm,152/4000 N·m/rpm,inyección electrónica multipunto,4,16,no,11.0,N/D,N/D,N/D,195.0,delantero - delantera,manual 5 velocidades,195/60/R15,discos ventilados - tambor,independiente tipo McPherson,"traversa deformable, resortes helicoidales, amortiguadores hidraulicos y telescópicos, y barra estabilizadora",3975,1740.0,2000.0,1470.0,2540,318.0,55,,,,,,climatizador bizona,sí,"con ajuste en altura solo conductor, con ajuste manual",abatibles 60/40,tela y cuero,centralizado con comando a distancia,eléctricos - eléctricos,eléctricos,antideslumbrante manual,"con encendido automático, con luces led, fijos",delanteros y traseros,sí,eléctrica progresiva,aleación,panorámico fijo,"con ajuste en altura y profundidad, multifunción",delanteros y traseros,trasera,sí,sí,"conductor y acompañante, de cabeza delanteros y traseros (cortina), laterales delanteros",alarma e inmovilizador de motor,sí,"delanteros inerciales pirotécnicos, traseros inerciales",,sí,sí,,,"AM - FM, con lector de Mp3, con comandos de audio al volante, sistema de sonido Arkamys®",6,sí,sí,sí,,táctil de 7'',sí,sí,,interna y a distancia solo baúl,satelital (GPS),sí,,,,,,,,,,,,,,,,,
58,FIAT Fiorino Fire,4500000.0,nafta,1368,87/5750 cv/rpm,122/3500 N·m/rpm,inyección electrónica multipunto,4,8,no,13.9,N/D,N/D,N/D,157.0,delantero - delantera,manual 5 velocidades,175/70/R14,discos ventilados - tambor,"independiente McPherson con brazos oscilantes transversales, resortes y barra estabilizadora",eje rígido,4384,1809.0,1809.0,1900.0,2717,3100.0,58,1117.0,650.0,174.0,800 kg,400.0,manual,,"con ajuste en altura solo conductor, con ajuste manual",no tiene,tela,manual,manuales - no tiene,manuales,antideslumbrante manual,fijos,delanteros,sí,hidráulica,acero,no tiene,con ajuste en altura,,,sí,sí,conductor y acompañante,inmovilizador de motor,,delanteros inerciales,,sí,,,,AM - FM y CD con lector de Mp3,4,sí,sí,,,,,,,,,,,,,,,,,,,,,,,,,"traseras doble, batientes y vidriadas",
59,FIAT Cronos 1.3L Drive Pack Conectividad,250000.0,nafta,1332,99/6000 cv/rpm,127/4000 N·m/rpm,inyección electrónica multipunto,4,8,no,11.5,N/D,N/D,N/D,173.0,delantero - delantera,manual 5 velocidades,185/60/R15,discos sólidos - tambor,"independiente McPherson con brazos oscilantes transversales, resortes y barra estabilizadora",semi-independiente tipo viga de torsión con resortes helicoidales y barra estabilizadora,4364,1724.0,,1508.0,2521,525.0,48,1136.0,,,,,manual,,"con ajuste en altura solo conductor, con ajuste manual",abatibles completos,tela,centralizado con comando a distancia,eléctricos - eléctricos,"con luz de giro incorporadas, eléctricos",antideslumbrante manual,"con apagado automático, fijos",delanteros,sí,eléctrica progresiva,aleación,no tiene,"con ajuste en altura, multifunción",delanteros y traseros,,sí,sí,conductor y acompañante,alarma e inmovilizador de motor,sí,"delanteros inerciales, traseros inerciales",indicador de presión de neumáticos,sí,sí,sí,,"AM - FM, con lector de Mp3 y WMA, con comandos de audio al volante",N/D,sí,sí,sí,sí,táctil de 7'',sí,,,,,,,,,,,,,,,,,,,,,,
60,FIAT Cronos 1.3L Drive Pack Plus,290000.0,nafta,1332,99/6000 cv/rpm,127/4000 N·m/rpm,inyección electrónica multipunto,4,8,no,11.5,N/D,N/D,N/D,174.0,delantero - delantera,manual 5 velocidades,185/60/R15,discos sólidos - tambor,"independiente McPherson con brazos oscilantes transversales, resortes y barra estabilizadora",semi-independiente con eje torsional con amortiguadores y resortes helicoidales,4364,1724.0,1962.0,1508.0,2521,525.0,48,1155.0,,160.0,N/D,400.0,climatizador,sí,con ajuste manual,abatibles completos,tela,centralizado con comando a distancia,eléctricos - eléctricos,eléctricos,antideslumbrante manual,"con apagado automático, fijos",delanteros,sí,eléctrica progresiva,aleación,no tiene,con ajuste en altura,traseros,trasera,sí,sí,conductor y acompañante,alarma e inmovilizador de motor,sí,"delanteros inerciales, traseros inerciales","asistente para arranque en pendientes, indicador de presión de neumáticos",sí,sí,sí,sí,AM - FM y CD con lector de Mp3,N/D,sí,sí,sí,sí,táctil de 7'',sí,,,,,,,,,,,,,,,,,,,,,,
61,Chevrolet Tracker 1.2 Turbo Aut Premier,28000000.0,nafta,1200,132/5500 cv/rpm,190/2000 N·m/rpm,inyección electrónica multipunto turbo,3,12,N/D,,N/D,N/D,N/D,,delantero - delantera,automática 6 velocidades,215/55/R17,discos ventilados - tambor,"independiente, sistema McPherson, brazos helicoidales, amortiguadores telescópicos presurizados y barra estabilizadora",semi-independiente con eje torsional con amortiguadores y resortes helicoidales,4270,,2057.0,1626.0,2570,,44,1271.0,410.0,,N/D,,climatizador,sí,"con ajuste en altura solo conductor, con ajuste manual",abatibles 60/40,símil cuero,centralizado con comando a distancia,eléctricos - eléctricos,"con luz de giro incorporadas, eléctricos",antideslumbrante automático,"con encendido y apagado automático, con luces led, con regulación interna",delanteros y traseros,sí,eléctrica progresiva,aleación,eléctrico panorámico,"con ajuste en altura y profundidad, deportivo multifunción revestido en cuero",delanteros y traseros,trasera,sí,sí,"conductor y acompañante, de cabeza delanteros (cortina), laterales delanteros",alarma e inmovilizador de motor,sí,"delanteros inerciales, traseros inerciales","advertencia de colisión con autofrenado , asistente para arranque en pendientes, indicador de presión de neumáticos, sistema de alerta del punto ciego",sí,sí,sí,sí,"AM - FM y CD con lector de Mp3, con comandos de audio al volante",6,sí,sí,sí,,"color de 3,5"", táctil de 8''",sí,sí,,interna solo tapa de combustible,,sí,N/D,N/D,N/D,N/D,N/D,N/D,N/D,adaptativa,con botón,sí,sí,sí,sí,,sí,,sí
62,FIAT Cronos 1.3L Drive,4500000.0,nafta,1332,99/6000 cv/rpm,127/4000 N·m/rpm,inyección electrónica multipunto,4,8,no,11.5,N/D,N/D,N/D,173.0,delantero - delantera,manual 5 velocidades,185/60/R15,discos sólidos - tambor,"independiente McPherson con brazos oscilantes transversales, resortes y barra estabilizadora",semi-independiente tipo viga de torsión con resortes helicoidales y barra estabilizadora,4364,1724.0,,1508.0,2521,525.0,48,1136.0,,,,,manual,,"con ajuste en altura solo conductor, con ajuste manual",abatibles completos,tela,centralizado con comando a distancia,eléctricos - eléctricos,"con luz de giro incorporadas, eléctricos",antideslumbrante manual,"con apagado automático, fijos",N/D,sí,eléctrica progresiva,acero con taza,no tiene,"con ajuste en altura, multifunción",,,sí,sí,conductor y acompañante,alarma e inmovilizador de motor,sí,"delanteros inerciales, traseros inerciales",indicador de presión de neumáticos,sí,sí,sí,,"AM - FM, con lector de Mp3 y WMA, con comandos de audio al volante",N/D,sí,sí,sí,,"color de 3,5""",,,,,,,,,,,,,,,,,,,,,,,
63,Volkswagen Gol 3P 1.6 GL,1450000.0,nafta,1,1/1-1 cv/rpm,1/1-1 N·m/rpm,N/D,1,1,,1.0,1 l/100km,,,1.0,N/D,manual 5 velocidades,1,N/D,N/D,N/D,1,1.0,,1.0,1,1.0,1,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
64,Peugeot 208 Allure 1.6 Tiptronic,200000.0,nafta,1587,115/6000 cv/rpm,150/4000 N·m/rpm,inyección electrónica multipunto,4,16,sí,12.2,N/D,N/D,N/D,190.0,delantero - delantera,Tiptronic de 6 velocidades,195/55/R16,discos ventilados - tambor,"independiente tipo McPherson, con resortes helicoidales, amortiguadores hidráulicos telescópicos y barra estabilizadora","traversa deformable, resortes helicoidales, amortiguadores hidraulicos y telescópicos, y barra estabilizadora",4055,1738.0,1960.0,1453.0,2538,311.0,47,1249.0,,,,,climatizador,sí,"con ajuste en altura solo conductor, con ajuste manual",abatibles completos,alcántara,centralizado con comando a distancia,eléctricos - eléctricos,eléctricos,antideslumbrante manual,"con luces led, fijos",traseros,sí,eléctrica progresiva,aleación,panorámico fijo,"con ajuste en altura y profundidad, multifunción",,trasera,sí,sí,"conductor y acompañante, de cabeza delanteros y traseros (cortina), laterales delanteros",alarma e inmovilizador de motor,sí,"delanteros inerciales pirotécnicos, traseros inerciales",asistente para arranque en pendientes,sí,sí,sí,,"AM - FM, con lector de Mp3, con comandos de audio al volante",6,sí,sí,sí,,"táctil de 7"" color",sí,sí,,interna y a distancia solo baúl,,sí,,,,,,,,,con sistema remoto,,sí,,sí,,sí,,
